,id,user,text,date,descortes,cortes,neutral
79,88,petrogustavo,"Siempre se respetará su derecho a expresarse. Pero siempre tendremos el derecho a informar cuando se desinforme.

En general las marchas no tuvieron violencia. https://t.co/kVFwvstbfk",2022-09-26 19:15:03+00:00,0.3685520589351654,0.2625470757484436,0.3689008951187134
80,89,petrogustavo,"Cumplimos. Que la apertura de la frontera sea anuncio de prosperidad para Colombia, Venezuela y toda América. https://t.co/lv1uEr31h7",2022-09-26 17:48:32+00:00,0.2244565784931183,0.3143483102321625,0.46119508147239685
81,90,petrogustavo,Que un camion colombiano ojalá sin restricciones desde Guyana hasta la Patagonia por toda la comunidad andina ampliada pueda llevar nuestros productos y traer lo que necesitamos. Que una familia que quiera conocer nuestra América lo pueda hacer.,2022-09-26 13:19:33+00:00,0.15282753109931946,0.3150443434715271,0.5321281552314758
82,91,petrogustavo,"Ha pasado una semsna de mentiras construidas, con un objeto: borrar el impacto del discurso en la ONU y el cambio de política sobre el cambio climático y sobre las drogas que propone. Veamos un análisis del tema
https://t.co/NzSjqMGnPt",2022-09-26 11:11:26+00:00,0.7744709253311157,0.14596319198608398,0.07956589013338089
83,92,petrogustavo,Lamento mucho el fallecimiento de @Toto_Vega. Un gran actor que trabajó por la cultura y el cine colombiano. Un abrazo de solidaridad a su familia. https://t.co/3oZFBpTVle,2022-09-26 10:52:54+00:00,0.2616318464279175,0.41143229603767395,0.32693588733673096
84,93,petrogustavo,Pánico en la salud es tener la peor tasa de mortalidad materna de la OCDE y casi duplicar la tasa de mortalidad infantil en el último año.,2022-09-25 19:53:03+00:00,0.5691338777542114,0.11778122186660767,0.3130849003791809
85,94,petrogustavo,"Felicitaciones a Laura Mora y su película ganadora de la Concha de Oro en San Sebastián

https://t.co/nBo3iPcmS5",2022-09-25 14:45:09+00:00,0.3550427556037903,0.38743093609809875,0.2575262188911438
86,95,petrogustavo,Convocatoria a los dialogos regionales vinculantes https://t.co/CkRDfGTdKQ,2022-09-25 12:41:33+00:00,0.18407849967479706,0.2835313379764557,0.5323902368545532
87,96,petrogustavo,Esta marcha la hizo el pueblo canadiense para exigir  dejar de depender de los combustibles fósiles. https://t.co/JRNcPWbjxf,2022-09-23 23:44:55+00:00,0.30884474515914917,0.34855979681015015,0.3425954580307007
88,97,petrogustavo,"Esto que se dice aquí en este noticiero y que no se criticó en pasadas ocasiones, no es verdad.

Adjunto texto https://t.co/fe8QCSN1hA https://t.co/H5rp3bSNHa",2022-09-23 14:10:03+00:00,0.5506516695022583,0.14404435455799103,0.30530405044555664
